features_kept,cv,cluster_performances,mean_centroid_distance
1,0.13405374187925453,"[0.90625, 0.7037037037037037, 1.0, 1.0]",0.817118271501979
2,0.1325218425011228,"[0.88, 0.6875, 0.8235294117647058, 1.0]",1.7639283823131864
3,0.096521696214667,"[0.8947368421052632, 0.76, 0.875, 1.0]",3.0604626490969142
4,0.10091727092854645,"[0.875, 0.75, 0.8947368421052632, 1.0]",3.8808090068398027
5,0.10564571854848358,"[0.88, 0.7391304347826086, 0.8947368421052632, 1.0]",4.509232926579097
6,0.11106347337375166,"[0.8947368421052632, 1.0, 0.7272727272727273, 0.8846153846153846]",5.006881817541767
7,0.04786229802511038,"[0.7916666666666666, 0.8947368421052632, 0.8695652173913043, 0.8888888888888888]",5.380556136744342
8,0.04786229802511038,"[0.8947368421052632, 0.7916666666666666, 0.8695652173913043, 0.8888888888888888]",5.686638926951381
9,0.04786229802511038,"[0.8947368421052632, 0.8888888888888888, 0.7916666666666666, 0.8695652173913043]",5.9779463421565335
10,0.04786229802511038,"[0.8947368421052632, 0.7916666666666666, 0.8695652173913043, 0.8888888888888888]",6.253412377899362
11,0.0757095038464626,"[0.875, 0.782608695652174, 0.9444444444444444, 0.8]",6.488958820297006
12,0.04627885324649879,"[0.875, 0.875, 0.7916666666666666, 0.8947368421052632]",6.693405779720702
13,0.0514831127152976,"[0.88, 0.782608695652174, 0.8947368421052632, 0.875]",6.883840583705892
14,0.0514831127152976,"[0.88, 0.782608695652174, 0.8947368421052632, 0.875]",7.05748242377467
15,0.0514831127152976,"[0.8947368421052632, 0.88, 0.782608695652174, 0.875]",7.2382153651576875
16,0.058359388636171024,"[0.7727272727272727, 0.88, 0.8947368421052632, 0.8888888888888888]",7.41035587625901
17,0.0514831127152976,"[0.88, 0.875, 0.782608695652174, 0.8947368421052632]",7.573124944416549
18,0.05835938863617104,"[0.8947368421052632, 0.8888888888888888, 0.88, 0.7727272727272727]",7.71990019415473
19,0.0514831127152976,"[0.8947368421052632, 0.782608695652174, 0.88, 0.875]",7.870738506884818
20,0.0796169304477858,"[0.88, 0.9444444444444444, 0.7727272727272727, 0.8]",8.001504903528385
21,0.07961693044778577,"[0.88, 0.7727272727272727, 0.8, 0.9444444444444444]",8.128600593719996
22,0.0796169304477858,"[0.88, 0.8, 0.9444444444444444, 0.7727272727272727]",8.243009429506415
23,0.0514831127152976,"[0.8947368421052632, 0.875, 0.782608695652174, 0.88]",8.363831983304554
24,0.0796169304477858,"[0.88, 0.8, 0.9444444444444444, 0.7727272727272727]",8.46614995660546
25,0.0796169304477858,"[0.88, 0.8, 0.9444444444444444, 0.7727272727272727]",8.574077753506248
26,0.053065726315947345,"[0.8947368421052632, 0.88, 0.8461538461538461, 0.7777777777777778]",8.648851723745958
27,0.0517625998419673,"[0.88, 0.8235294117647058, 0.8947368421052632, 0.7857142857142857]",8.748512434419458
28,0.0517625998419673,"[0.88, 0.8235294117647058, 0.8947368421052632, 0.7857142857142857]",8.839038299088521
29,0.053065726315947345,"[0.8947368421052632, 0.8461538461538461, 0.88, 0.7777777777777778]",8.92613871366148
30,0.0517625998419673,"[0.88, 0.8235294117647058, 0.8947368421052632, 0.7857142857142857]",9.015247315923276
