features_kept,cv,cluster_performances,mean_centroid_distance
1,0.26244954106681223,"[21.720087918368254, 31.920173645019542, 45.9055551801409, 31.682552337646484]",0.019281555839259158
2,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.036305232884634504
3,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03731809841945914
4,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.037625250017426545
5,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03772588911875296
6,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03784094380818508
7,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03788088911707739
8,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03792497249828614
9,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03796150910049651
10,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03798369107410096
11,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03800260622468219
12,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038013552032940226
13,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.0380255797216807
14,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03803642254186166
15,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03804331555546584
16,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.0380510131948187
17,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03805686917621727
18,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03806305354356728
19,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03806721617978168
20,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038070335421781704
21,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03807304214887082
22,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03807598846218549
23,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03807806805068784
24,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038080145274840334
25,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03808201607010695
26,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03808356665430953
27,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038084828560154604
28,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03808628069979747
29,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.0380873913428529
30,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038088571087890065
31,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03808961454744318
32,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809046568336899
33,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038091223025574335
34,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809203360862559
35,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809271100889466
36,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809338028448239
37,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809390368899958
38,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809444949298014
39,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809499577164595
40,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809540684462047
41,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809593631824627
42,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809638489922001
43,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809666998339045
44,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809701788092744
45,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809730594592343
46,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038097596246336615
47,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809783932340388
48,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809803493530778
49,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809826122323775
50,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809846205475419
51,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809863183192308
52,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.0380988172848245
53,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809902314691525
54,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809916444265878
55,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.0380993107988298
56,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809946696687414
57,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038099634250824896
58,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809975917720412
59,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.03809987520482643
60,0.32818268185997185,"[27.23768211813534, 39.810896555582694, 41.93643906537224, 16.42072296142578]",0.038099978704320116
