features_kept,cv,cluster_performances,mean_centroid_distance
1,0.11845088536983571,"[0.8709677419354839, 0.7419354838709677, 1.0, 1.0]",0.8050736776438697
2,0.11121389657030872,"[0.7692307692307693, 0.8695652173913043, 1.0, 0.7692307692307693]",1.9314193039676977
3,0.11121389657030872,"[0.8695652173913043, 0.7692307692307693, 1.0, 0.7692307692307693]",3.1162728278031135
4,0.11121389657030874,"[1.0, 0.7692307692307693, 0.8695652173913043, 0.7692307692307693]",3.9085371198789662
5,0.1020457515256106,"[0.7857142857142857, 0.8333333333333334, 1.0, 0.7916666666666666]",4.494025964242235
6,0.1096457101451783,"[0.7857142857142857, 0.8695652173913043, 0.76, 1.0]",5.009955954286267
7,0.1096457101451783,"[0.8695652173913043, 0.7857142857142857, 0.76, 1.0]",5.423950121126872
8,0.1096457101451783,"[1.0, 0.76, 0.7857142857142857, 0.8695652173913043]",5.7595115599986615
9,0.10551995030810861,"[1.0, 0.8, 0.8260869565217391, 0.7692307692307693]",6.039331656310961
10,0.11121389657030874,"[0.7692307692307693, 1.0, 0.8695652173913043, 0.7692307692307693]",6.306661179068155
11,0.10875667417332358,"[0.7692307692307693, 1.0, 0.8636363636363636, 0.7777777777777778]",6.538995338898367
12,0.10875667417332355,"[0.7777777777777778, 1.0, 0.7692307692307693, 0.8636363636363636]",6.7722699698675335
13,0.10875667417332355,"[0.7692307692307693, 0.8636363636363636, 0.7777777777777778, 1.0]",6.9897775576263745
14,0.11121389657030874,"[1.0, 0.7692307692307693, 0.8695652173913043, 0.7692307692307693]",7.1660416208776185
15,0.11121389657030872,"[0.8695652173913043, 0.7692307692307693, 0.7692307692307693, 1.0]",7.342351836883724
16,0.11121389657030874,"[1.0, 0.7692307692307693, 0.8695652173913043, 0.7692307692307693]",7.518299611114989
17,0.11121389657030872,"[0.7692307692307693, 0.8695652173913043, 0.7692307692307693, 1.0]",7.673772810069534
18,0.10875667417332355,"[0.7777777777777778, 1.0, 0.7692307692307693, 0.8636363636363636]",7.832785631856342
