features_kept,cv,cluster_performances,mean_centroid_distance
1,0.21795470934055713,"[26.989916045090247, 29.83098344322589, 22.339262008666992, 40.05842514038086]",1.8131884478728568
2,0.18920565310348778,"[29.928099351770737, 37.507781346639, 22.339262008666992, 26.910909345073083]",2.598740974716394
3,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",2.978652924612736
4,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0043756670379307
5,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.012170545292583
6,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0173232356763653
7,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0217660356883496
8,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.025926038790825
9,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0287023628437333
10,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.031351568737158
11,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0330587362453167
12,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.034009540850616
13,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 22.339262008666992, 26.559753866756665]",3.0347675418628053
14,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0354968461354837
15,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0366771452939925
16,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.036978439406271
17,0.22005752344366403,"[30.046139048106635, 40.05842514038086, 26.559753866756665, 22.339262008666992]",3.0372091854736243
