features_kept,cv,cluster_performances,mean_centroid_distance
1,0.13743579987509225,"[0.9411764705882353, 0.6932515337423313, 0.6713615023474179, 0.7888888888888889]",3.1798807683386707
2,0.14682044532527927,"[0.9722222222222222, 0.6541353383458647, 0.75, 0.7741935483870968]",7.067442476859948
3,0.11618760612240629,"[0.6538461538461539, 0.7758620689655172, 0.9038461538461539, 0.7461538461538462]",9.61576903691915
4,0.11540658830467752,"[0.9019607843137255, 0.6525096525096525, 0.7636363636363637, 0.7555555555555555]",11.856142441356084
5,0.12298419709725136,"[0.6538461538461539, 0.9183673469387755, 0.7592592592592593, 0.7518248175182481]",13.493863446697409
6,0.12241784117413071,"[0.75, 0.7547169811320755, 0.6564885496183206, 0.9183673469387755]",14.872636403632661
7,0.11508085341281683,"[0.7481481481481481, 0.6590038314176245, 0.9038461538461539, 0.75]",15.974587964474976
8,0.1232772074485009,"[0.7480916030534351, 0.6590909090909091, 0.7454545454545455, 0.92]",16.82427208019147
9,0.12441911969074526,"[0.75, 0.753731343283582, 0.6538461538461539, 0.92]",17.623087479727012
10,0.12439819643942296,"[0.753731343283582, 0.92, 0.7407407407407407, 0.6564885496183206]",18.337956678443437
11,0.1252717431820689,"[0.92, 0.6511627906976745, 0.7573529411764706, 0.75]",18.983350165233723
12,0.1246030653851024,"[0.9183673469387755, 0.7719298245614035, 0.6472868217054264, 0.7573529411764706]",19.57449751532826
13,0.12418607188123959,"[0.7573529411764706, 0.7678571428571429, 0.9183673469387755, 0.6486486486486487]",20.134201120353175
14,0.12465398082529337,"[0.6472868217054264, 0.7678571428571429, 0.7591240875912408, 0.9183673469387755]",20.650683665702676
15,0.12437516437247788,"[0.7611940298507462, 0.7678571428571429, 0.6475095785440613, 0.9183673469387755]",21.071453017845567
16,0.12313049422473765,"[0.7575757575757576, 0.9183673469387755, 0.6515151515151515, 0.7636363636363637]",21.474896161755716
17,0.12313049422473765,"[0.7636363636363637, 0.6515151515151515, 0.9183673469387755, 0.7575757575757576]",21.830435490091475
18,0.12312617393380156,"[0.7593984962406015, 0.650375939849624, 0.9183673469387755, 0.7692307692307693]",22.162400798616417
19,0.12259055619313125,"[0.9183673469387755, 0.6539923954372624, 0.7636363636363637, 0.7518796992481203]",22.46413387985737
20,0.12339909131050272,"[0.9183673469387755, 0.7555555555555555, 0.7636363636363637, 0.6513409961685823]",22.750935857948896
21,0.11390075348021801,"[0.9, 0.6538461538461539, 0.7555555555555555, 0.7636363636363637]",23.022049188038125
22,0.12149608339433686,"[0.9148936170212766, 0.7591240875912408, 0.6513409961685823, 0.7636363636363637]",23.279138631039228
23,0.12194650115612608,"[0.9148936170212766, 0.648854961832061, 0.7591240875912408, 0.7777777777777778]",23.526846538201895
24,0.12158340774779462,"[0.9148936170212766, 0.6501901140684411, 0.7611940298507462, 0.7678571428571429]",23.766658663624728
25,0.12288024299180068,"[0.7735849056603774, 0.7591240875912408, 0.9166666666666666, 0.648854961832061]",23.997496476872428
26,0.1250327715190501,"[0.7692307692307693, 0.7553956834532374, 0.6486486486486487, 0.92]",24.20633685554112
27,0.12147983171302922,"[0.9166666666666666, 0.7818181818181819, 0.6529850746268657, 0.751937984496124]",24.410221370427035
28,0.11608674317699592,"[0.7536231884057971, 0.6509803921568628, 0.9019607843137255, 0.7678571428571429]",24.59047733879109
29,0.12145594330597936,"[0.7678571428571429, 0.7481481481481481, 0.6551724137931034, 0.9166666666666666]",24.780854261373644
30,0.12538544702803217,"[0.7678571428571429, 0.7536231884057971, 0.6484375, 0.92]",24.95484405876739
31,0.1236016520169636,"[0.9183673469387755, 0.7518248175182481, 0.7678571428571429, 0.6511627906976745]",25.129506589639966
32,0.12495685254221264,"[0.7678571428571429, 0.92, 0.6498054474708171, 0.7518248175182481]",25.2904013666633
33,0.12234184808239838,"[0.9166666666666666, 0.7719298245614035, 0.753731343283582, 0.6513409961685823]",25.455669033706997
34,0.12455022832580463,"[0.9183673469387755, 0.6472868217054264, 0.7735849056603774, 0.7571428571428571]",25.600741894814735
35,0.12248078837736512,"[0.9166666666666666, 0.7719298245614035, 0.6501901140684411, 0.7575757575757576]",25.74567892163207
36,0.12176921291944628,"[0.7578125, 0.651685393258427, 0.9166666666666666, 0.7719298245614035]",25.884391934063537
37,0.12293008661537883,"[0.9166666666666666, 0.7593984962406015, 0.648854961832061, 0.7719298245614035]",26.012487881022913
38,0.12293008661537883,"[0.9166666666666666, 0.648854961832061, 0.7719298245614035, 0.7593984962406015]",26.13859481519173
39,0.12276708008459283,"[0.65, 0.9166666666666666, 0.7719298245614035, 0.7555555555555555]",26.25437481028738
40,0.1205408013244869,"[0.9148936170212766, 0.7592592592592593, 0.6541353383458647, 0.7593984962406015]",26.375382257356485
41,0.12264939782541996,"[0.7719298245614035, 0.9166666666666666, 0.6490566037735849, 0.7615384615384615]",26.485619634393014
