features_kept,cv,cluster_performances,mean_centroid_distance
1,0.6063923327951991,"[35.69861711774554, 30.74061153246009, 31.340083035555754, -1]",0.05168544280712264
2,0.6063923327951991,"[30.74061153246009, 35.69861711774554, 31.340083035555754, -1]",0.05762435706358603
3,0.6063923327951991,"[30.74061153246009, 35.69861711774554, -1, 31.340083035555754]",0.06000317430923981
4,0.6063923327951991,"[30.74061153246009, 35.69861711774554, 31.340083035555754, -1]",0.06037949481409295
5,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06051475847490522
6,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06056650615997596
7,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.060605852698701564
8,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06063374824879205
9,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06065031833582619
10,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06066677584417148
11,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.060674975307885314
12,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06068471571827456
13,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06068981635313331
14,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06069567580611198
15,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06070020733585316
16,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.060704064666155744
17,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06070679529675581
18,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06070910264420471
19,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.060711470637253726
20,0.6063923327951991,"[31.340083035555754, 35.69861711774554, -1, 30.74061153246009]",0.06071337440642265
