,cv,num_pc,cluster_accuracy,cluster_distance
0,0.9565679391565569,1,"[34.01028816067443, 20.164794921875007, 30.56578763326009, 38.322916666666664]","(40.942319603908615, 21.64775683760764, 9.914132296659709)"
1,1.1016754916439273,2,"[34.54828375357169, 30.56578763326009, 37.25311388288225, 20.164794921875007]","(41.4827736351085, 23.64797206030753, 13.206887653638605)"
2,1.1016754916439273,3,"[37.25311388288225, 34.54828375357169, 20.164794921875007, 30.56578763326009]","(41.616719613640306, 23.772072072647145, 13.207832700578233)"
3,1.0715720538846965,5,"[34.58823769047575, 36.650315284729004, 30.56578763326009, 20.164794921875007]","(41.667408635337246, 24.294576857991267, 12.680909952823928)"
4,1.1016754916439273,10,"[37.25311388288225, 34.54828375357169, 30.56578763326009, 20.164794921875007]","(41.67973210872908, 24.339692427260815, 12.72041583690122)"
5,1.1016754916439273,15,"[34.54828375357169, 30.56578763326009, 37.25311388288225, 20.164794921875007]","(41.698214384131646, 23.8549323094131, 13.184686789153417)"
6,1.1016754916439273,20,"[37.25311388288225, 34.54828375357169, 30.56578763326009, 20.164794921875007]","(41.6833986732989, 24.358739803490543, 12.740096103511508)"
7,1.1016754916439273,30,"[37.25311388288225, 20.164794921875007, 34.54828375357169, 30.56578763326009]","(41.685209937304556, 24.362285952599628, 12.742414077197095)"
8,1.1016754916439273,50,"[30.56578763326009, 34.54828375357169, 37.25311388288225, 20.164794921875007]","(41.68561204361939, 24.363114331998798, 12.74306045098902)"
9,1.1016754916439273,80,"[37.25311388288225, 34.54828375357169, 30.56578763326009, 20.164794921875007]","(41.685643877549005, 24.363214444220834, 12.743207298231376)"
