,cv,num_pc,cluster_accuracy,cluster_distance
0,0.7049034606872695,1,"[29.612894694010418, 31.800233063874423, 29.89348983764648, 44.467973709106445]","(12.14404926027652, 6.43204115235615, 3.0453668314759397)"
1,0.7049034606872695,2,"[29.612894694010418, 29.89348983764648, 31.800233063874423, 44.467973709106445]","(12.146217241720873, 6.4374818302160906, 3.045994179646995)"
2,0.7049034606872695,3,"[31.800233063874423, 29.89348983764648, 44.467973709106445, 29.612894694010418]","(12.743282332665649, 6.667140903995456, 3.1529410808074725)"
3,0.7049034606872695,5,"[31.800233063874423, 29.89348983764648, 44.467973709106445, 29.612894694010418]","(12.747056124381784, 6.670581820605838, 3.1565495706871483)"
4,0.7049034606872695,10,"[29.89348983764648, 29.612894694010418, 31.800233063874423, 44.467973709106445]","(12.747199337221403, 6.671057758552205, 3.1568484757357718)"
5,0.7049034606872695,15,"[31.800233063874423, 44.467973709106445, 29.612894694010418, 29.89348983764648]","(12.747202564916353, 6.67106328799148, 3.1568522371645087)"
6,0.7049034606872695,20,"[29.612894694010418, 29.89348983764648, 44.467973709106445, 31.800233063874423]","(12.747202564916353, 6.67106328799148, 3.1568522371645087)"
7,0.7049034606872695,30,"[31.800233063874423, 29.612894694010418, 29.89348983764648, 44.467973709106445]","(12.747202564916353, 6.67106328799148, 3.1568522371645087)"
8,0.7049034606872695,50,"[44.467973709106445, 29.89348983764648, 31.800233063874423, 29.612894694010418]","(12.747202564916353, 6.67106328799148, 3.1568522371645087)"
9,0.7049034606872695,80,"[29.612894694010418, 29.89348983764648, 44.467973709106445, 31.800233063874423]","(12.747202564916353, 6.67106328799148, 3.1568522371645087)"
