,cv,num_pc,cluster_accuracy,cluster_distance
0,0.9949259022763495,1,"[28.435216426849365, 47.326361974080406, 27.875803629557296, 26.215622995413987]","(30.799751672706822, 21.404609309098376, 12.364100522788153)"
1,0.9456581770148778,2,"[27.875803629557296, 27.94778517989425, 34.591576152377655, 28.437808014625727]","(27.725443476072844, 21.585057198219296, 12.683996556266605)"
2,0.9383093785079196,3,"[28.541818792169746, 83.09368562698364, 27.57140112982856, 19.91361379623413]","(38.49135684001826, 23.217708514100508, 13.336618078710021)"
3,0.9779779222081297,5,"[28.23788165171212, 26.514597459272906, 27.875803629557296, 51.43078875541687]","(32.685651236537126, 24.888130881183717, 13.203640619958675)"
4,0.9392832699587966,10,"[26.833689707630086, 28.038293856326664, 27.875803629557296, 43.782939434051514]","(30.052538003041207, 23.99172214993656, 12.87618520118272)"
5,0.9337044937412764,15,"[27.178362919734074, 28.038293856326664, 41.1004581451416, 27.875803629557296]","(30.10220984447381, 24.030631165905895, 12.813403036481358)"
6,0.9779779222081297,20,"[28.23788165171212, 26.514597459272906, 27.875803629557296, 51.43078875541687]","(32.81927365915749, 25.00517207757042, 13.216180834053064)"
7,0.9779779222081297,30,"[51.43078875541687, 28.23788165171212, 26.514597459272906, 27.875803629557296]","(32.495194881278245, 24.98774142607311, 13.187011317083806)"
8,0.9337044937412764,50,"[28.038293856326664, 27.875803629557296, 27.178362919734074, 41.1004581451416]","(30.150030785420576, 24.043105675145746, 12.886307263711311)"
9,0.9392832699587966,80,"[27.875803629557296, 28.038293856326664, 43.782939434051514, 26.833689707630086]","(30.153446672324172, 24.045806401063388, 12.887321695777537)"
