,cv,num_pc,cluster_accuracy,cluster_distance
0,0.3072458299147443,1,"[0.75, 0.5714285714285714, 0.7777777777777778, 0.8]","(19.858290680886462, 15.71760332174729, 10.191398710343552)"
1,0.28565713714171403,2,"[0.7777777777777778, 0.5, 0.8333333333333334, 0.75]","(19.8612946298216, 15.754327503984129, 10.265872384386121)"
2,0.28565713714171403,3,"[0.75, 0.5, 0.7777777777777778, 0.8333333333333334]","(19.86578444436705, 15.776344943484254, 10.299854859996241)"
3,0.28565713714171403,5,"[0.5, 0.75, 0.7777777777777778, 0.8333333333333334]","(19.87402742036389, 15.897181242380988, 10.472770219370844)"
4,0.23664319132398465,10,"[0.875, 0.5714285714285714, 0.5, 0.8333333333333334]","(20.24776174551433, 16.50822099437888, 11.351114380985804)"
5,0.3464101615137755,15,"[0.5714285714285714, 0.6666666666666666, 0.8333333333333334, 0.7777777777777778]","(20.012702313912776, 16.4597485504755, 11.412194341478937)"
6,0.3464101615137755,20,"[0.6666666666666666, 0.5714285714285714, 0.7777777777777778, 0.8333333333333334]","(19.955261321628992, 16.543256762496906, 11.734484880764537)"
7,0.3072458299147443,30,"[0.875, 0.3333333333333333, 0.5714285714285714, 0.8571428571428571]","(20.224027095028948, 16.71500704305703, 11.857394887590951)"
8,0.3464101615137755,50,"[0.5714285714285714, 0.7777777777777778, 0.6666666666666666, 0.8333333333333334]","(20.04979976411202, 16.795707898890004, 11.849820005459149)"
9,0.20784609690826528,70,"[0.8571428571428571, 0.5714285714285714, 0.5, 0.8571428571428571]","(20.224125888785164, 16.867751045425223, 12.02611344375194)"
