,cv,num_pc,cluster_accuracy,cluster_distance
0,0.1271918935222594,1,"[1.0, 0.8, 0.9090909090909091, 0.6875]","(20.03998247868371, 16.76441976636829, 9.503956961305928)"
1,0.40857475856118836,2,"[0.8636363636363636, 0.7857142857142857, 0.9444444444444444, 0.8571428571428571]","(22.029815074477874, 17.295691180687932, 10.235444943031549)"
2,0.12147244772192399,3,"[0.9047619047619048, 0.8095238095238095, 1.0, 0.6875]","(20.063926126141034, 16.861669539410734, 9.605445882517316)"
3,0.39977771601506534,5,"[0.7777777777777778, 0.8695652173913043, 0.9444444444444444, 0.8571428571428571]","(22.477754256806158, 17.345057008432164, 10.296551105921328)"
4,0.13792107243718135,10,"[0.9444444444444444, 0.8, 0.7333333333333333, 0.9090909090909091]","(20.00631275281845, 17.073270977566665, 9.838855191044074)"
5,0.1271918935222594,15,"[0.8, 1.0, 0.9090909090909091, 0.6875]","(20.058377546971762, 17.120000173440424, 10.150375525536656)"
6,0.1271918935222594,20,"[0.8, 0.9090909090909091, 1.0, 0.6875]","(20.07724723052001, 17.148488734709865, 10.223959834832897)"
7,0.15260697523012798,30,"[0.7619047619047619, 1.0, 0.9090909090909091, 0.7333333333333333]","(20.17617539037914, 17.260606524983753, 10.531780952624361)"
8,0.15260697523012798,50,"[0.7619047619047619, 1.0, 0.7333333333333333, 0.9090909090909091]","(20.190581482805054, 17.322920667675113, 10.66994802240611)"
9,0.15260697523012798,70,"[1.0, 0.7619047619047619, 0.9090909090909091, 0.7333333333333333]","(20.172658662711687, 17.347025867359505, 10.718067716236975)"
