,cv,num_pc,cluster_accuracy,cluster_distance
0,0.7630348761506398,1,"[28.05447668778269, 53.595703125, 30.691922788266783, 40.71757253011068]","(19.647449681391723, 13.782409107201627, 6.43668097857598)"
1,0.8935323161475471,2,"[35.802080254805716, 26.402445751687754, 53.595703125, 40.71757253011068]","(20.327647503662593, 13.920646011056423, 7.144373449552773)"
2,0.9155447680054876,3,"[40.71757253011068, 26.278244830192403, 36.648584577772354, 53.595703125]","(21.440992239851614, 14.43930700763773, 7.464258279464867)"
3,0.9155447680054876,5,"[26.278244830192403, 40.71757253011068, 36.648584577772354, 53.595703125]","(21.443240696800142, 14.45244786900464, 7.482252798462208)"
4,0.9155447680054876,10,"[26.278244830192403, 36.648584577772354, 40.71757253011068, 53.595703125]","(20.85978664659142, 14.208759471978624, 7.401622607260448)"
5,0.9155447680054876,15,"[40.71757253011068, 26.278244830192403, 53.595703125, 36.648584577772354]","(20.866792433931835, 14.214401680688688, 7.403349847156965)"
6,0.9155447680054876,20,"[40.71757253011068, 26.278244830192403, 36.648584577772354, 53.595703125]","(20.86701520929312, 14.214884559909585, 7.403603437211309)"
7,0.9155447680054876,30,"[36.648584577772354, 26.278244830192403, 40.71757253011068, 53.595703125]","(20.86710318102678, 14.215015224349026, 7.403725502170619)"
8,0.9155447680054876,50,"[26.278244830192403, 40.71757253011068, 36.648584577772354, 53.595703125]","(20.86713476590485, 14.21506772712241, 7.403779242343718)"
9,0.9155447680054876,80,"[26.278244830192403, 53.595703125, 40.71757253011068, 36.648584577772354]","(20.867135152141085, 14.215068319684653, 7.403779757101457)"
