,cv,num_pc,cluster_accuracy,cluster_distance
0,0.6883218339078883,1,"[20.18856464215179, 31.582858070494638, 20.528141975402832, 19.393378286972684]","(46.65057728825263, 28.920976713565892, 11.622840732370841)"
1,0.755628224123901,2,"[31.413971557617188, 19.194207281712682, 20.40103228886922, 21.00549150354722]","(47.19158447209957, 29.77962498128926, 13.655278611764313)"
2,0.7702100796228445,3,"[31.662372650638705, 20.80731904000947, 20.40103228886922, 19.252577322856606]","(47.29176722677, 29.90511681956069, 13.894594794575287)"
3,0.7630995793878362,5,"[21.05870514824277, 31.662372650638705, 20.40103228886922, 19.13354917226104]","(47.33298710683137, 29.820031281347546, 13.84421787450859)"
4,0.7646058453804303,10,"[21.26370230228943, 18.86615438046663, 19.13354917226104, 31.662372650638705]","(47.34897230466783, 29.840226688487434, 13.871305407398731)"
5,0.7646058453804303,15,"[31.662372650638705, 19.13354917226104, 18.86615438046663, 21.26370230228943]","(47.40064557474193, 29.900822765828792, 13.886035497097046)"
6,0.7630995793878362,20,"[31.662372650638705, 19.13354917226104, 21.05870514824277, 20.40103228886922]","(47.42972109073199, 29.936392705391818, 13.894791834282591)"
7,0.7646058453804303,30,"[21.26370230228943, 19.13354917226104, 18.86615438046663, 31.662372650638705]","(47.43713239151769, 29.939220056819362, 13.91603030067647)"
8,0.7646058453804303,50,"[31.662372650638705, 21.26370230228943, 19.13354917226104, 18.86615438046663]","(47.43910335827723, 29.949691238539387, 13.902910170597675)"
9,0.7646058453804303,80,"[19.13354917226104, 21.26370230228943, 31.662372650638705, 18.86615438046663]","(47.44414178497487, 29.938831626326163, 13.898007639700763)"
