,cv,num_pc,cluster_accuracy,cluster_distance
0,0.9930424630061564,1,"[40.04476267496745, 28.147941131591796, 35.11370086669922, 34.87893199920655]","(28.54335428945145, 25.284435317003656, 9.705443315240844)"
1,0.9565679391565569,2,"[27.153170267740887, 16.42072296142578, 34.87893199920655, 42.14016681247287]","(33.714344718454534, 26.920930588956498, 9.901765711292155)"
2,0.9793421828508723,3,"[27.334138675611847, 34.87893199920655, 16.42072296142578, 42.50014002182905]","(33.69009801782224, 26.772961433483843, 9.984452082023699)"
3,0.9793421828508723,5,"[27.334138675611847, 16.42072296142578, 34.87893199920655, 42.50014002182905]","(33.71960188566777, 26.798519376812123, 9.98618254025239)"
4,0.9793421828508723,10,"[27.334138675611847, 34.87893199920655, 42.50014002182905, 16.42072296142578]","(33.699660754254054, 27.10634916225616, 10.201428252508427)"
5,0.9793421828508723,15,"[27.334138675611847, 34.87893199920655, 16.42072296142578, 42.50014002182905]","(33.72242736785454, 27.057037692624444, 10.11841665540387)"
6,0.9793421828508723,20,"[27.334138675611847, 42.50014002182905, 16.42072296142578, 34.87893199920655]","(33.724627763072554, 27.058801719861847, 10.119037477820319)"
7,0.9793421828508723,30,"[27.334138675611847, 42.50014002182905, 16.42072296142578, 34.87893199920655]","(33.72571293999825, 27.059455552235562, 10.119380050315335)"
8,0.9793421828508723,50,"[34.87893199920655, 16.42072296142578, 27.334138675611847, 42.50014002182905]","(33.725878704491414, 27.059603689575916, 10.119456218257062)"
9,0.9793421828508723,80,"[27.334138675611847, 34.87893199920655, 16.42072296142578, 42.50014002182905]","(33.70654185068231, 27.11058681308264, 10.204143484104732)"
