,cv,num_pc,cluster_accuracy,cluster_distance
0,0.815422765020873,1,"[27.31223740869639, 26.046698570251465, 26.854325833527938, 24.80485997055516]","(48.0374899791653, 24.385103335665576, 9.87141039147044)"
1,0.7882193831151117,2,"[24.527317378831945, 24.565011766221787, 27.14656836191813, 37.66790924072266]","(45.78944400250412, 25.299839987609595, 10.5187865147379)"
2,0.7692668123423944,3,"[24.681642050271506, 26.5428018731586, 37.66790924072266, 25.771138763427736]","(45.88230534624138, 25.315012417080784, 10.412256035960514)"
3,0.8653134385520519,5,"[24.351973241689254, 27.75044282277425, 43.711039543151855, 22.265611795278694]","(47.946978789309796, 29.02297543420579, 11.039780429054526)"
4,0.7878879025208951,10,"[26.74588878571041, 23.47590658399794, 24.815728759765626, 43.711039543151855]","(46.82768592391049, 26.76957386934519, 10.583238578937971)"
5,0.776028612979744,15,"[24.82850458380881, 26.701366303459046, 23.634206069143193, 43.711039543151855]","(46.88088147816483, 26.81517358178789, 10.5402198578773)"
6,0.7805597154527993,20,"[43.711039543151855, 24.692786068386503, 23.634206069143193, 26.928584498743856]","(46.908916187345774, 26.88606732393868, 10.546971445991218)"
7,0.7709628223652473,30,"[24.692786068386503, 24.802729957982113, 26.78483437710121, 37.66790924072266]","(46.279643602836934, 26.028926334530055, 10.53074035351565)"
8,0.7925160141303527,50,"[23.47590658399794, 24.681642050271506, 26.973825085547663, 43.711039543151855]","(46.92632883501879, 27.089320931751192, 10.60768860807748)"
9,0.8149420913444697,80,"[24.533530133835814, 43.711039543151855, 23.146156535429114, 27.35560677846273]","(46.87915606118813, 27.31554537052736, 10.859689710240703)"
