,cv,num_pc,cluster_accuracy,cluster_distance
0,0.5430806111598282,1,"[17.435683522697623, 23.876791293408992, 18.161968379632974, 26.13239299632885]","(28.035708596611002, 19.878575045333832, 12.997917080219871)"
1,0.8840696649456858,2,"[17.229526965830125, 25.524818549721928, 23.050650661594265, 34.5310386021932]","(52.99909522727447, 33.2066716349316, 18.006448350949803)"
2,0.8311521257288419,3,"[23.111098607381184, 34.5310386021932, 24.82932242864295, 16.996282264439746]","(53.14076976270987, 32.79644631771198, 18.41377380829171)"
3,0.8328258656989114,5,"[23.192360468040224, 17.001422180637004, 24.653567978098422, 34.5310386021932]","(53.26700222027562, 32.91025376985736, 18.443672243730877)"
4,0.8325463462230894,10,"[23.002961649395576, 17.022343140614183, 25.011309321922592, 35.54254622686477]","(58.284540555829466, 35.67622229423532, 18.395086148806318)"
5,0.8383468553870977,15,"[35.54254622686477, 16.960403672126187, 23.209364558776578, 25.011309321922592]","(57.87574570450988, 35.54123595929362, 18.480317235968375)"
6,0.8375064191008257,20,"[25.011309321922592, 16.95392155767086, 23.206905873042466, 35.54254622686477]","(57.90517923586353, 35.55819632127833, 18.479828282609166)"
7,0.8375064191008257,30,"[35.54254622686477, 23.206905873042466, 16.95392155767086, 25.011309321922592]","(57.909814596596284, 35.577510043583096, 18.47588455617445)"
8,0.8375064191008257,50,"[23.206905873042466, 16.95392155767086, 25.011309321922592, 35.54254622686477]","(57.918747781857434, 35.56619604430318, 18.4835249376341)"
9,0.83683156057841,80,"[23.21423070571002, 16.95392155767086, 35.54254622686477, 24.97959875910537]","(57.92267963997821, 35.59099547509775, 18.475401986007398)"
