,cv,num_pc,cluster_accuracy,cluster_distance
0,0.8667260181755804,1,"[28.64988932576213, 20.2957745268772, 30.106658110747468, 25.087795218642878]","(41.1886435243111, 31.08012744178465, 12.644585838481337)"
1,0.8045119649771498,2,"[30.069559801344905, 20.12472732137646, 24.97438750247406, 27.8760628463155]","(41.17820203912002, 31.026479526186897, 11.972621060642465)"
2,0.7995089315830848,3,"[20.143376667539183, 29.897774353027344, 27.685498889026746, 25.054596426065075]","(41.12090913303553, 30.997339468112862, 11.858039428919314)"
3,0.8188520494228724,5,"[27.908314931960334, 25.234570124063147, 30.362166275849212, 20.0873353539989]","(41.09572941102973, 31.154269896046188, 13.07994382637908)"
4,0.8370858845327127,10,"[30.343794992525282, 20.147805834258044, 25.104020741678053, 28.352544260025024]","(41.280774011701254, 31.259459584268527, 13.515026638029548)"
5,0.8553450063812581,15,"[25.178612164640235, 30.343794992525282, 28.852208455403645, 20.140525706699915]","(41.30382990303687, 31.38527767484821, 13.82528981826333)"
6,0.8486109863007025,20,"[28.823403940572366, 20.105610855137577, 30.343794992525282, 25.178612164640235]","(41.305539003239005, 31.383957578482622, 13.79627378605074)"
7,0.8555729011882355,30,"[28.94242633589162, 25.104020741678053, 20.150502626691544, 30.343794992525282]","(41.28423673922282, 31.38467790418165, 13.859475977661317)"
8,0.8538855052724077,50,"[20.164498259328322, 30.343794992525282, 25.104020741678053, 28.802265625]","(41.28522658403002, 31.38094265464601, 13.849747939167903)"
9,0.8572616168438749,80,"[20.174889283637476, 30.343794992525282, 28.857488580652184, 25.104020741678053]","(41.28597290521458, 31.38290478033462, 13.854348956719248)"
