,cv,num_pc,cluster_accuracy,cluster_distance
0,0.3464101615137755,1,"[0.4, 0.5, 1.0, 0.6]","(20.847702871029956, 15.993786833638861, 10.189419310726668)"
1,0.36441734316577196,2,"[1.0, 0.5, 0.5, 0.5]","(20.850410882398627, 16.21073894886557, 10.598077389963882)"
2,0.4436214602563767,3,"[0.5454545454545454, 0.4, 1.0, 0.6]","(19.84395151640103, 16.851364470608058, 11.051198151168434)"
3,0.3464101615137755,5,"[0.4, 0.5, 0.6, 1.0]","(20.077661324729323, 16.21436265970892, 11.498740129501822)"
4,0.36441734316577196,10,"[0.5, 0.5, 1.0, 0.5]","(20.808715270234313, 16.428377476622593, 11.141865377064464)"
5,0.4578209256903839,15,"[0.5, 0.5, 0.5454545454545454, 1.0]","(21.271994692556323, 17.212155570176684, 11.704584733160312)"
6,0.4436214602563767,20,"[0.6, 0.4, 0.5454545454545454, 1.0]","(20.938097734375624, 16.91405033951923, 11.981361209179802)"
7,0.4436214602563767,30,"[0.4, 0.6, 1.0, 0.5454545454545454]","(21.18351064580556, 17.07102062147522, 12.068724279631821)"
8,0.4436214602563767,50,"[0.4, 0.5454545454545454, 1.0, 0.6]","(20.22092591800269, 16.95839812337451, 12.354446001835766)"
9,0.3464101615137755,70,"[0.4, 1.0, 0.5, 0.6]","(20.63218817312905, 17.0997603402414, 12.339113291835767)"
