boneage,cifar10,psp_plates
0.10787040727906567,0.0622837023534187,0.08656970907791929
0.1063257696887104,0.06186787433831337,0.08707215982877832
0.11142175045974786,0.0622837023534187,0.08707215982877832
0.10720248304870532,0.06228370235341869,0.08637250264390302
0.10398569948477784,0.06186787433831337,0.08707215982877832
0.10719895641061725,0.0622837023534187,0.08707215982877832
0.10982034173800971,0.06228370235341869,0.0848508547040545
0.10976662544563065,0.06228370235341869,0.08656970907791929
0.10398569948477784,0.06228370235341869,0.08656970907791929
0.10976662544563066,0.0622837023534187,0.08707215982877832
0.10399304790439856,0.0622837023534187,0.08655201139681842
0.10727535947568248,0.06186787433831337,0.08656970907791929
0.11139890850197026,0.06228370235341869,0.0848508547040545
0.10625526643887152,0.06186787433831337,0.08656970907791929
0.10982034173800968,0.06228370235341869,0.08655201139681841
0.10976662544563065,0.061946357944654265,0.08567796281953476
0.10982034173800971,0.06228370235341869,0.0848508547040545
0.11142175045974786,0.061946357944654265,0.08656970907791929
0.10982034173800968,0.0622837023534187,0.08656970907791929
0.10398751932478159,0.061946357944654265,0.08655201139681841
0.10527489855147544,0.06228370235341869,0.08656970907791929
0.10982034173800971,0.06228370235341869,0.08656970907791929
0.10982034173800971,0.06228370235341869,0.0848508547040545
0.10982034173800971,0.061946357944654265,0.08707215982877832
0.10982034173800971,0.0622837023534187,0.08656970907791929
0.11139890850197028,0.06228370235341869,0.08456145214841589
0.10727535947568248,0.06228370235341869,0.08707215982877832
0.10982034173800971,0.06228370235341869,0.08655201139681842
0.1072753594756825,0.061946357944654265,0.08656970907791929
0.10982034173800971,0.0622837023534187,0.0848508547040545
0.10982034173800971,0.0622837023534187,0.0848508547040545
0.10981505089836838,0.061946357944654265,0.08707215982877832
0.10727535947568248,0.0622837023534187,0.08655201139681842
0.10398751932478159,0.061946357944654265,0.08656970907791929
0.11142175045974785,0.06228370235341869,0.08656970907791929
0.11136448630826484,0.06186787433831337,0.08656970907791929
0.10786683556977351,0.06228370235341869,0.08656970907791929
0.10625526643887152,0.0622837023534187,0.08656970907791929
0.10982034173800968,0.0622837023534187,0.08656970907791929
0.10982034173800968,0.06228370235341869,0.08707215982877832
0.11142175045974785,0.061946357944654265,0.08656970907791929
0.11047069586372064,0.06228370235341869,0.0848508547040545
0.10982034173800968,0.06228370235341869,0.08656970907791929
0.10982034173800971,0.06228370235341869,0.08655201139681841
0.10625526643887152,0.06228370235341869,0.08632174543771713
0.10982034173800971,0.06186787433831337,0.08656970907791929
0.10982034173800968,0.06228370235341869,0.08656970907791929
0.10982034173800971,0.06228370235341869,0.08707215982877832
0.10982034173800971,0.06228370235341869,0.08707215982877832
0.10719895641061726,0.061946357944654265,0.08656970907791929
0.09674904260950613,0.06228370235341869,0.08656970907791929
0.11142175045974785,0.06228370235341869,0.08707215982877832
0.10982034173800968,0.06228370235341869,0.08656970907791929
0.11079978234624208,0.06186787433831337,0.08456145214841589
0.11142175045974785,0.061946357944654265,0.08656970907791929
0.10982034173800971,0.06228370235341869,0.08637250264390302
0.1052802336907372,0.0622837023534187,0.08656970907791929
0.1072753594756825,0.06228370235341869,0.08707215982877832
0.10719895641061725,0.0622837023534187,0.08655201139681841
0.1063257696887104,0.06228370235341869,0.08632174543771713
0.11142175045974785,0.061946357944654265,0.08707215982877832
0.10625526643887152,0.06228370235341869,0.08612949024600038
0.10398569948477784,0.06228370235341869,0.08655201139681842
0.10414394254235233,0.06228370235341869,0.08707215982877832
0.10398569948477784,0.06228370235341869,0.08656970907791929
0.10719895641061725,0.06228370235341869,0.08656970907791929
0.11142175045974786,0.06228370235341869,0.08655201139681842
0.10982034173800971,0.061946357944654265,0.08656970907791929
0.10720248304870532,0.0622837023534187,0.08612949024600038
0.10982034173800968,0.061946357944654265,0.08632174543771713
0.10982034173800971,0.06228370235341869,0.0848508547040545
0.10982034173800968,0.06228370235341869,0.08656970907791929
0.10982034173800971,0.0622837023534187,0.08456145214841589
0.10982034173800971,0.06228370235341869,0.08655201139681842
0.10719895641061725,0.06228370235341869,0.08656970907791929
0.10533606401924184,0.0622837023534187,0.08656970907791929
0.1072753594756825,0.0622837023534187,0.08656970907791929
0.1063257696887104,0.0622837023534187,0.0848508547040545
0.10982034173800971,0.0622837023534187,0.0848508547040545
0.09674904260950613,0.06186787433831337,0.0848508547040545
0.10982034173800971,0.06228370235341869,0.08656970907791929
0.1072753594756825,0.061946357944654265,0.08707215982877832
0.10982034173800971,0.061946357944654265,0.08612949024600038
0.1072753594756825,0.06228370235341869,0.08655201139681841
0.10982034173800971,0.06228370235341869,0.08637250264390302
0.10533606401924184,0.0622837023534187,0.08656970907791929
0.10982034173800971,0.0622837023534187,0.08707215982877832
0.1072753594756825,0.0622837023534187,0.08655201139681841
0.11302100624274011,0.06228370235341869,0.08456145214841589
0.10982034173800968,0.06186787433831337,0.08612949024600038
0.11142175045974785,0.06228370235341869,0.08656970907791929
0.10625850443229322,0.061946357944654265,0.08655201139681842
0.10398569948477783,0.061946357944654265,0.08655201139681841
0.1063257696887104,0.06228370235341869,0.08456145214841589
0.10625850443229322,0.06186787433831337,0.08483147961882793
0.10625526643887152,0.06186787433831337,0.08707215982877832
0.11142175045974786,0.06228370235341869,0.08707215982877832
0.10982034173800971,0.061946357944654265,0.08656970907791929
0.10398569948477784,0.06228370235341869,0.08612949024600038
0.10976662544563065,0.06228370235341869,0.0848508547040545
