boneage,cifar10,psp_plates
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.16083263654572133
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.1460248738367509,0.1303363201084341
0.08339902523396743,0.1460248738367509,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.16083263654572133
0.08339902523396744,0.13640915369972928,0.16083263654572133
0.08339902523396744,0.14737846317839523,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.16083263654572133
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13435657876827117,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.14437998833206156
0.08339902523396743,0.12385055586502505,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.16083263654572133
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.16083263654572133
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.11263858705199764,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.14437998833206156
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.12385055586502505,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.16083263654572133
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.16083263654572133
0.08339902523396744,0.1340750805978259,0.18648682757951085
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.1460248738367509,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13435657876827117,0.16083263654572133
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.16083263654572133
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.12385055586502505,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.1340750805978259,0.1303363201084341
0.08339902523396744,0.1340750805978259,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396743,0.13640915369972928,0.1303363201084341
0.08339902523396744,0.13640915369972928,0.16083263654572133
0.08339902523396743,0.13640915369972928,0.1303363201084341
