,cv,num_pc,cluster_accuracy,cluster_distance
0,0.16520455145170465,1,"[0.9139072847682119, 0.9272727272727272, 0.8378378378378378, 0.7748917748917749]","(24.852798493260615, 15.707132830993011, 9.158199513660497)"
1,0.16552055990011977,2,"[0.9069767441860465, 0.8693467336683417, 0.7601809954751131, 0.9142857142857143]","(25.151345117311013, 16.449208546392455, 9.431252618538792)"
2,0.14849921575629718,3,"[0.9064327485380117, 0.918918918918919, 0.7612612612612613, 0.8638743455497382]","(25.008253199642727, 16.39288392990901, 9.435967856932434)"
3,0.16917842164385488,5,"[0.920863309352518, 0.9127906976744186, 0.8693467336683417, 0.7522522522522522]","(25.019990860613724, 16.619829578998832, 9.521399535478801)"
4,0.173921644402618,10,"[0.7544642857142857, 0.9202898550724637, 0.9127906976744186, 0.8686868686868687]","(24.99701463556744, 16.693807286211868, 9.555952955840647)"
5,0.1651593580295892,15,"[0.9074074074074074, 0.9261744966442953, 0.8556701030927835, 0.7665198237885462]","(24.86785143647408, 16.480781561128772, 9.550810406667141)"
6,0.20103794687592516,20,"[0.9230769230769231, 0.9038461538461539, 0.7721518987341772, 0.8622448979591837]","(24.94968991340595, 16.6774440932543, 9.59287162145473)"
7,0.20211193452357298,30,"[0.7702127659574468, 0.920863309352518, 0.864321608040201, 0.9056603773584906]","(25.05021844275329, 16.723255829540797, 9.586256245705016)"
8,0.19864722108517527,50,"[0.9044585987261147, 0.8636363636363636, 0.7702127659574468, 0.9225352112676056]","(25.06522644196031, 16.691226588331254, 9.607014627913244)"
9,0.20457165625502605,80,"[0.7702127659574468, 0.9214285714285714, 0.8656716417910447, 0.9038461538461539]","(25.046314377453832, 16.718470729737057, 9.622263694864717)"
