,cv,num_pc,cluster_accuracy,cluster_distance
0,0.15997028599239832,1,"[0.8588235294117647, 0.9054054054054054, 0.8596491228070176, 0.8279569892473119]","(22.041484507249837, 17.33476595869885, 8.899980811480317)"
1,0.21269399405495698,2,"[0.864406779661017, 0.8431372549019608, 0.9, 0.8421052631578947]","(22.149098352592155, 17.60512193440534, 8.984339062432298)"
2,0.1409158137511216,3,"[0.9036144578313253, 0.8431372549019608, 0.84, 0.8584905660377359]","(21.417576720281634, 17.27645610175684, 8.914661394910338)"
3,0.323882874595354,5,"[0.8125, 0.9615384615384616, 0.8661417322834646, 0.8533333333333334]","(21.69972057061877, 18.520293769519604, 9.596360013750276)"
4,0.31224141261555527,10,"[0.872, 0.8421052631578947, 0.9622641509433962, 0.8125]","(21.637343000472143, 18.633003141449258, 9.675145510811282)"
5,0.20944008630313443,15,"[0.8717948717948718, 0.8888888888888888, 0.8446601941747572, 0.8378378378378378]","(22.010398799025754, 17.767827727101896, 9.173465856775207)"
6,0.2158988662856657,20,"[0.864406779661017, 0.8543689320388349, 0.8243243243243243, 0.9014084507042254]","(22.044063547164146, 17.816121248106406, 9.308114994163418)"
7,0.18458301370551405,30,"[0.8672566371681416, 0.8543689320388349, 0.8243243243243243, 0.8947368421052632]","(21.73815843607592, 18.317602043364754, 9.482581527316343)"
8,0.1951209953153784,50,"[0.8918918918918919, 0.8461538461538461, 0.8378378378378378, 0.868421052631579]","(22.023185142170313, 18.200840450018937, 9.631609507228236)"
9,0.2136744786449962,80,"[0.8717948717948718, 0.821917808219178, 0.8888888888888888, 0.8557692307692307]","(22.150862820740432, 18.1042022266588, 9.631172820002583)"
