,cv,num_pc,cluster_accuracy,cluster_distance
0,0.1067323769651618,1,"[0.7631578947368421, 0.8115942028985508, 0.9673202614379085, 0.9285714285714286]","(26.27207766979538, 16.10926970663131, 9.46934365289671)"
1,0.1081221799858436,2,"[0.7628865979381443, 0.9607843137254902, 0.8203883495145631, 0.9273743016759777]","(26.05502125047817, 16.22332202785504, 9.571724631103665)"
2,0.1439037604618983,3,"[0.9281767955801105, 0.972027972027972, 0.8194444444444444, 0.7604166666666666]","(26.355569139626553, 16.402582474069895, 9.586583476990665)"
3,0.13379611526442944,5,"[0.9171270718232044, 0.9726027397260274, 0.8177570093457944, 0.7696335078534031]","(26.176024733306516, 16.28969360191405, 9.593544065906025)"
4,0.1386191354531784,10,"[0.9222222222222223, 0.8169014084507042, 0.9722222222222222, 0.7692307692307693]","(26.198902728565535, 16.394979053732122, 9.6273755059906)"
5,0.14965097199594704,15,"[0.9217877094972067, 0.9716312056737588, 0.7715736040609137, 0.8186046511627907]","(26.44562783562714, 16.552272515961516, 9.661378192962777)"
6,0.15109067281637695,20,"[0.971830985915493, 0.92, 0.775, 0.8186046511627907]","(26.35911715403962, 16.534883380654264, 9.650825576490881)"
7,0.13306880504793356,30,"[0.8207547169811321, 0.9195402298850575, 0.7727272727272727, 0.9662162162162162]","(26.174531228233104, 16.388722137887342, 9.657511724783246)"
8,0.16196448453856754,50,"[0.92, 0.9712230215827338, 0.8211009174311926, 0.775]","(26.518966800803106, 16.651618489172414, 9.697200404164194)"
9,0.161179029549209,80,"[0.92, 0.8202764976958525, 0.7761194029850746, 0.9712230215827338]","(26.528667200737036, 16.69218845081205, 9.703755212547822)"
