,cv,num_pc,cluster_accuracy,cluster_distance
0,0.05860002893313447,1,"[0.87, 0.8804347826086957, 0.9090909090909091, 0.8372093023255814]","(21.463914365624568, 16.602525945573362, 7.7481195013982305)"
1,0.10496924979398112,2,"[0.8974358974358975, 0.8850574712643678, 0.8484848484848485, 0.8725490196078431]","(21.070733166947587, 18.26888902736004, 8.60643226396275)"
2,0.20453516144494976,3,"[0.8782608695652174, 0.85, 0.890625, 0.8850574712643678]","(21.189751131495758, 18.841078694351022, 8.613596842780776)"
3,0.2906466917370973,5,"[0.8632478632478633, 0.865546218487395, 0.9032258064516129, 0.8823529411764706]","(21.91011435473438, 18.901899081521677, 8.943175576714676)"
4,0.2587995680046911,10,"[0.865546218487395, 0.8840579710144928, 0.8805970149253731, 0.8738738738738738]","(21.60504726912807, 18.933594757685988, 9.044970362249778)"
5,0.26964873861148253,15,"[0.8823529411764706, 0.8583333333333333, 0.875, 0.8939393939393939]","(21.756718618441266, 18.97147943446772, 9.138664194598336)"
6,0.2574112724221612,20,"[0.8632478632478633, 0.8805970149253731, 0.8840579710144928, 0.8761061946902655]","(21.731684243708425, 18.921467943763105, 9.059021542988619)"
7,0.2709743446604904,30,"[0.8923076923076924, 0.8738738738738738, 0.859504132231405, 0.8840579710144928]","(21.68160001052118, 18.975473090172887, 9.16652251147761)"
8,0.2587995680046911,50,"[0.8738738738738738, 0.8840579710144928, 0.8739495798319328, 0.8656716417910447]","(21.731167292453453, 18.956923847259823, 9.145279023774343)"
9,0.2578748680655064,80,"[0.8823529411764706, 0.8823529411764706, 0.864406779661017, 0.875]","(21.759204242436514, 18.95189635296839, 9.166787429145543)"
