,cv,num_pc,cluster_accuracy,cluster_distance
0,0.08169353217336642,1,"[0.8494623655913979, 0.7669902912621359, 0.9760479041916168, 0.9421965317919075]","(20.57973002072515, 15.182438903076385, 8.343122640790954)"
1,0.1731041973929744,2,"[0.9022556390977443, 0.9402173913043478, 0.8205128205128205, 0.8590909090909091]","(18.775598427756428, 17.32747412957989, 8.858745649613352)"
2,0.40978141712155425,3,"[0.949438202247191, 0.8422939068100358, 0.8195121951219512, 1.0]","(21.34811144167224, 17.174480161341386, 10.076221416690819)"
3,0.4104367183138141,5,"[0.8453237410071942, 0.8155339805825242, 0.9497206703910615, 1.0]","(21.336261546420754, 17.172310578670867, 10.122717578644115)"
4,0.39315791155746505,10,"[0.8363636363636363, 1.0, 0.9488636363636364, 0.8252427184466019]","(21.323687248758088, 17.144831409343986, 10.142561351250194)"
5,0.39437124775958543,15,"[1.0, 0.8363636363636363, 0.9482758620689655, 0.8269230769230769]","(21.38591831184254, 17.17959249236216, 10.166420222661127)"
6,0.40923453122844194,20,"[1.0, 0.9467455621301775, 0.8392857142857143, 0.8285714285714286]","(21.502768461603914, 17.193184688491993, 10.197371588652098)"
7,0.396673889592225,30,"[1.0, 0.9467455621301775, 0.8369565217391305, 0.8293838862559242]","(21.469550391377144, 17.234401737560304, 10.23408242645528)"
8,0.4058273897678241,50,"[0.8381294964028777, 0.9520958083832335, 0.8262910798122066, 1.0]","(21.545635768925507, 17.24003945021657, 10.255573299322725)"
9,0.39171219341966884,80,"[0.9467455621301775, 0.8357664233576643, 0.8301886792452831, 1.0]","(21.468045314195415, 17.242676009005294, 10.256412931188933)"
